timestamp,accuracy,precision,recall,f1
2025-08-02 16:07:28.441551,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 16:59:31.247036,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:13:11.830952,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:14:26.831435,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:33:05.364545,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:33:46.231599,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:35:17.849746,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 17:40:29.526849,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 18:01:32.664056,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 18:39:09.330912,0.8978622327790974,0.875119057369856,0.8978622327790974,0.873936255528719
2025-08-02 18:49:45.136843,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122
2025-08-02 18:51:53.125787,0.98812351543943,0.9880368985248452,0.98812351543943,0.9880661671433122